0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Tile Types
0,16,5,1,7,1,0,1,5,0,8,4,1,376,1184,920,656,376,376,376,376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
-5888,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,27,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,25,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Stages
#Map,Mode,Goal,Points,Bonus,Name,End World, then mode settings (see sample tour file for details)
0

#Vehicles
#Sprite,Stage Type, Start Column, Start Row, Min Moves, Max Moves, Sprite Paces
0

